0,001366454	0,001409108	0,003957071	0,001312044	0,001248089	0,001313113	0,04441028	0,001340606	2,14145E-4	2,08478E-4	2,16753E-4	2,03412E-4	1,83648E-4	2,20221E-4	2,1795E-4	2,05478E-4	3,6953E-4	4,06735E-4	4,07307E-4	4,08397E-4	3,8019E-4	3,107E-4	4,03154E-4	3,95384E-4	6,7437E-5	7,6501E-5	7,8955E-5	7,7399E-5	7,0965E-5	5,7533E-5	7,7507E-5	6,8875E-5
0,001151007	0,001321374	0,045554781	0,043318162	0,043074345	0,001194979	0,001356146	0,001222041	2,04432E-4	2,03204E-4	1,88857E-4	2,65218E-4	1,97663E-4	2,02155E-4	2,27867E-4	1,80245E-4	3,95758E-4	3,93481E-4	3,6227E-4	4,0051E-4	3,89905E-4	3,92379E-4	3,34405E-4	3,65573E-4	7,6273E-5	7,6799E-5	7,6946E-5	7,7485E-5	7,7245E-5	7,7592E-5	6,4003E-5	7,0995E-5
0,001138022	0,001256594	0,00122204	0,001215621	0,001213832	0,001242891	0,044379511	0,001101211	1,95218E-4	1,97043E-4	1,91504E-4	1,9204E-4	2,00263E-4	1,90967E-4	1,92501E-4	1,97458E-4	3,90219E-4	4,18717E-4	4,01037E-4	3,94102E-4	3,9693E-4	3,95705E-4	3,66472E-4	3,86854E-4	8,1554E-5	7,9332E-5	7,6821E-5	8,013E-5	7,6377E-5	8,1837E-5	7,1987E-5	7,6335E-5
0,001168197	0,001410234	0,001220274	0,045109528	0,001182583	0,00121381	0,001157724	0,001257297	1,93596E-4	2,21247E-4	1,97711E-4	2,0762E-4	1,93213E-4	1,93297E-4	1,97334E-4	1,96685E-4	3,9113E-4	3,60966E-4	3,90038E-4	3,89696E-4	4,05639E-4	3,91111E-4	3,93308E-4	4,1025E-4	7,5904E-5	8,3144E-5	7,6744E-5	7,7106E-5	7,7883E-5	7,5426E-5	8,1799E-5	7,6764E-5
0,001111159	0,001068062	0,043186843	0,042366432	0,044039552	0,00115493	0,001234381	0,00124603	1,96563E-4	1,89957E-4	1,94101E-4	2,01416E-4	2,25532E-4	1,91174E-4	1,85311E-4	1,95839E-4	3,90665E-4	4,04415E-4	3,64757E-4	3,99182E-4	3,08177E-4	3,62381E-4	3,71989E-4	3,94751E-4	7,6011E-5	8,1731E-5	7,1474E-5	7,757E-5	5,8037E-5	7,0893E-5	7,5168E-5	7,6598E-5
0,001806711	0,001124595	0,001051433	0,001133371	0,001229255	0,001123955	0,001146364	0,001088775	1,91935E-4	1,83079E-4	1,95636E-4	1,82503E-4	1,91018E-4	1,95693E-4	1,93885E-4	1,91173E-4	3,96725E-4	3,77098E-4	4,03673E-4	3,67551E-4	3,42704E-4	3,96783E-4	3,95582E-4	3,90721E-4	7,745E-5	6,9312E-5	8,327E-5	7,0845E-5	7,0585E-5	7,6935E-5	7,7075E-5	7,9979E-5
0,001344594	0,001627185	0,001146398	9,91117E-4	0,001387331	0,045228843	0,001091346	0,001105274	1,83412E-4	2,04897E-4	1,83515E-4	1,94276E-4	2,02593E-4	1,98585E-4	1,90908E-4	1,97658E-4	3,6508E-4	3,92404E-4	3,6368E-4	3,9227E-4	3,98782E-4	3,27936E-4	3,68467E-4	3,95586E-4	6,991E-5	7,6758E-5	7,4715E-5	7,5515E-5	7,7972E-5	6,492E-5	7,1274E-5	7,8247E-5
0,001066102	0,001139513	0,00106712	0,00107096	0,041758931	0,001061696	0,001174056	0,001084336	2,06822E-4	1,98517E-4	2,01332E-4	1,98131E-4	1,9266E-4	1,89916E-4	2,20585E-4	1,89613E-4	3,92514E-4	4,10781E-4	3,91483E-4	3,91065E-4	3,4536E-4	3,68559E-4	3,08459E-4	3,68318E-4	7,7729E-5	7,682E-5	7,7202E-5	9,355E-5	6,6464E-5	7,3157E-5	5,6401E-5	7,0511E-5
0,001037204	0,001379568	0,001309174	0,00105315	0,001096043	0,001047877	0,001124847	0,001089151	1,94222E-4	1,86762E-4	1,95484E-4	1,9751E-4	2,20116E-4	1,84507E-4	2,05453E-4	1,87798E-4	3,91497E-4	3,667E-4	3,93696E-4	3,97535E-4	3,92779E-4	3,88842E-4	4,00585E-4	3,71803E-4	7,6296E-5	7,1656E-5	7,498E-5	7,5999E-5	8,1861E-5	7,1882E-5	7,7461E-5	7,8591E-5
0,00106408	0,001044858	0,001181985	0,001071507	0,001129748	0,001027296	0,001103679	0,001140238	1,89556E-4	1,83999E-4	2,0494E-4	1,93317E-4	2,05142E-4	1,98996E-4	1,95493E-4	1,83166E-4	3,60784E-4	3,63811E-4	4,03259E-4	3,94066E-4	3,97393E-4	3,90877E-4	3,97222E-4	3,61509E-4	7,4277E-5	7,0037E-5	7,8071E-5	7,6948E-5	8,0846E-5	7,6875E-5	7,623E-5	6,9954E-5
0,001098612	0,001140036	0,043105797	0,001057066	0,001090241	0,001124438	0,043476849	0,001065093	1,94144E-4	1,9759E-4	2,00614E-4	1,96116E-4	1,86268E-4	1,90256E-4	1,83378E-4	1,97121E-4	3,92545E-4	4,1114E-4	3,7014E-4	3,97118E-4	3,76646E-4	3,80986E-4	3,6691E-4	3,93684E-4	7,6408E-5	7,4521E-5	7,3764E-5	7,4981E-5	7,8413E-5	7,099E-5	6,9654E-5	7,6775E-5
0,001167441	0,001201568	0,001206708	0,001168922	0,00110356	0,001221296	0,001119275	0,001114791	2,02416E-4	2,00681E-4	1,85133E-4	1,94835E-4	1,84555E-4	1,95335E-4	1,86634E-4	1,89358E-4	3,97911E-4	3,91213E-4	3,77652E-4	3,69814E-4	3,60793E-4	3,9094E-4	3,62142E-4	3,71933E-4	7,5537E-5	7,5197E-5	7,388E-5	7,3303E-5	7,4702E-5	8,6834E-5	7,0248E-5	7,3855E-5
0,001113648	0,001074511	0,001100279	0,001192093	0,001198004	0,001131382	0,001136877	0,001150276	1,90338E-4	1,84302E-4	1,94039E-4	2,07909E-4	1,92073E-4	1,77931E-4	1,96813E-4	1,96372E-4	3,73867E-4	3,73621E-4	3,96219E-4	3,98132E-4	4,04653E-4	3,62951E-4	3,96285E-4	3,90276E-4	7,0357E-5	7,125E-5	8,2782E-5	7,6952E-5	7,6939E-5	7,1248E-5	7,5577E-5	7,5308E-5
