22	22	21	22
22	22	23	22
23	23	22	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	22	23	22
23	23	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	23	23
19	19	18	23
23	22	23	22
19	15	13	14
23	22	23	22
23	23	23	23
23	23	22	23
22	22	23	23
23	23	23	22
23	23	23	23
22	23	22	23
23	22	23	23
23	23	23	22
22	23	22	23
23	23	23	23
23	22	23	22
23	23	23	23
22	23	22	23
23	23	23	23
23	22	23	22
23	23	22	23
22	23	23	23
23	22	23	23
23	23	23	22
23	23	22	23
22	23	23	23
23	22	23	23
23	23	23	22
22	23	22	23
23	22	23	23
23	23	23	22
23	23	22	23
22	23	23	23
23	22	23	23
23	23	23	22
22	23	22	23
23	23	23	23
23	22	23	23
23	23	23	22
22	23	22	23
23	22	23	23
23	23	23	22
23	23	22	23
22	23	23	23
23	22	23	23
23	23	23	22
22	23	22	23
23	22	23	23
23	23	23	22
22	23	22	23
23	23	23	22
23	22	23	23
22	23	22	23
23	23	23	23
22	22	23	22
23	23	23	23
23	23	22	22
23	22	23	23
22	23	23	23
23	23	22	23
23	23	23	22
18	18	19	19
23	22	22	22
22	23	23	23
23	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	22
23	23	23	23
23	22	22	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	22
23	22	22	23
23	23	23	23
23	23	23	23
22	23	22	22
23	22	23	23
23	23	23	23
22	23	23	23
23	23	22	22
23	22	23	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	23	22	22
23	22	23	23
23	23	23	23
22	23	23	23
23	22	22	22
23	23	23	23
23	23	23	23
22	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	23	22	23
23	22	23	22
23	23	23	23
22	23	23	23
23	23	22	22
23	22	23	23
22	23	23	23
23	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	22	22	22
22	23	23	23
23	23	23	22
23	22	22	23
22	23	23	23
23	23	22	22
23	23	23	23
22	22	23	23
23	23	22	22
23	23	23	23
22	22	23	23
23	23	22	22
23	23	23	23
22	22	23	23
23	23	23	22
23	23	22	23
23	23	23	23
22	22	23	23
23	23	22	22
23	23	23	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	22	23	23
23	23	23	22
23	23	22	23
23	23	23	23
22	22	23	23
23	23	22	22
23	23	23	23
23	23	23	23
22	22	23	23
23	23	22	22
23	23	23	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	22	23	23
23	23	23	22
23	23	22	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	23
23	23	23	22
23	22	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
22	23	23	22
23	22	23	23
22	23	23	23
23	22	22	22
23	23	23	23
22	22	22	22
23	23	23	23
22	23	23	23
23	23	23	22
23	22	22	23
22	23	23	22
23	23	22	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	22	22
23	23	23	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	22	23	22
23	23	23	23
23	23	22	23
22	23	23	23
23	22	23	22
23	23	23	23
23	23	22	23
22	22	23	22
23	23	23	23
23	23	22	23
22	22	23	22
23	23	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	23
23	22	23	22
23	23	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	23
23	22	23	22
23	23	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	23	23
22	22	22	22
23	23	23	23
23	23	23	23
22	22	22	22
23	23	23	23
23	23	23	23
22	21	21	22
18	18	18	18
17	19	19	18
21	21	20	21
20	20	20	20
20	20	20	20
19	19	19	19
19	21	21	20
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	22	23
22	22	23	22
23	23	22	23
23	23	23	23
22	22	23	23
23	23	23	22
23	23	22	23
22	23	23	23
23	22	22	22
23	23	23	23
22	23	23	23
23	22	22	22
23	23	23	23
23	23	23	23
22	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	23
22	22	23	22
23	23	23	23
23	23	22	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	22	23	22
23	23	23	23
23	23	22	23
22	23	23	23
23	22	23	22
23	23	22	23
23	23	23	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	23	23
22	23	22	22
23	23	23	23
23	22	23	23
22	23	23	23
23	23	22	22
23	23	23	23
23	22	23	23
22	23	22	22
23	23	23	23
23	22	23	23
22	23	23	23
23	23	22	22
23	23	23	23
23	22	23	23
22	23	23	23
23	23	22	22
23	22	23	23
22	23	22	22
23	23	23	23
22	22	23	22
23	23	23	23
23	23	22	23
22	23	23	22
23	22	23	23
23	23	22	23
23	23	23	22
22	23	23	23
23	22	23	23
23	23	22	23
23	23	23	22
22	22	23	23
23	23	23	23
23	23	22	22
23	23	23	23
22	22	23	23
23	23	22	23
23	23	23	22
22	23	23	23
23	22	23	23
23	23	22	23
	1	3	2
