52,32515	3,2467947
52,7195	7,075987
54,673023	7,2164702
53,546688	7,9646435
54,123722	7,302659
48,36734	6,7029915
54,469273	10,224589
51,213406	7,014498
52,90392	6,2652936
53,049335	7,5978007
53,132355	4,3650126
53,90498	6,923067
54,04658	10,869197
50,911175	5,9882383
54,752808	8,228882
53,51388	7,368268
52,888073	9,975725
53,787098	6,9596014
51,881786	6,435075
51,72819	4,9707394
57,54123	10,004088
52,655712	6,153484
55,912045	11,503397
57,81317	11,231335
52,480637	5,200892
52,025757	8,3238125
53,371414	5,869144
54,932446	9,427401
49,7226	6,24206
53,279785	8,963406
53,601547	10,153272
55,353363	5,9727917
49,048374	3,7204816
49,92114	4,537191
53,855175	11,389343
52,331207	5,459239
52,84837	6,0067916
56,201458	5,089799
50,848217	4,0940504
54,40385	4,5173497
52,099834	6,3351197
55,838985	10,840668
54,012623	5,172965
49,68402	5,271063
54,783207	7,6233807
57,67304	8,384234
51,805832	3,9208653
50,75597	5,0094666
55,31552	15,226244
53,901333	12,054002
53,69759	10,58023
50,388012	6,704962
56,94044	10,616564
56,556385	9,345313
53,329407	6,8096323
53,90125	9,171218
54,152435	7,80613
54,720413	10,049625
47,4465	7,9167757
49,103256	4,559931
52,016376	7,6033845
50,301945	5,637612
48,7153	5,010079
56,80608	10,0204
49,431065	5,277401
53,12389	10,8185835
53,426807	6,544138
52,544155	8,673413
55,992985	3,8323295
54,41244	10,708164
54,50883	9,450627
53,98058	6,517046
54,729153	5,402005
55,39305	7,7583547
52,717117	9,842011
51,783184	3,2847154
47,942036	3,9770331
52,56425	4,9595156
52,69034	6,9622536
48,34305	6,0413923
53,201477	8,097931
52,366745	5,8501625
51,850147	7,126635
52,31963	5,2008657
52,35899	7,166921
51,12244	6,3524413
50,438374	7,384323
48,86974	3,811166
54,57839	7,603283
49,310314	4,4856234
52,37122	6,813838
50,71417	5,238378
52,955627	7,297949
48,23788	5,853118
52,291615	9,375269
55,554974	8,9964075
54,327347	10,878563
53,022217	5,560764
58,106915	8,843311
56,03891	12,73571
51,114887	6,7176323
53,36009	9,692484
56,454823	8,867733
51,638668	6,6881537
55,69424	11,406396
55,221447	10,922239
52,785038	8,934717
53,325592	7,169361
52,28917	4,8322134
53,751377	9,113233
54,519474	8,3592415
50,329838	5,796487
58,070282	13,461071
56,293106	11,709681
52,65855	8,413932
55,21269	7,410284
51,447052	5,132026
52,797535	8,21836
52,089123	7,6391344
52,600677	7,4778576
49,178223	6,268824
50,30336	6,755877
51,866825	5,946585
51,31345	6,489262
53,58724	7,065428
50,57199	7,1035213
55,058136	12,308924
52,687244	3,698637
54,72289	8,795384
54,964893	7,798974
57,26972	10,957492
51,558163	7,402014
52,104156	4,5312605
51,814312	3,5927658
53,36472	7,0266542
52,47936	10,702227
50,45667	5,233452
54,53014	12,451145
50,721485	4,8396373
54,61902	10,050872
55,259155	8,99525
48,436756	4,5751243
53,322693	10,594986
51,720886	6,2049284
53,572784	9,5693865
52,21933	7,249176
53,261593	9,8022995
53,05599	5,988576
55,88892	11,904194
52,010803	6,127847
50,753254	6,020906
53,4382	8,125638
50,48235	5,6048174
51,820908	9,832248
50,871906	5,726682
52,629303	5,9816484
56,278988	10,917488
48,820652	2,7468736
55,172497	8,809983
56,03065	9,801501
52,413357	9,45901
50,308533	5,3844805
50,796513	5,066579
53,878403	3,9806821
53,665634	7,7229853
52,85202	9,412638
55,23099	10,363136
52,955982	7,1082253
55,210857	9,949507
51,597717	6,8339586
49,864746	5,0739207
55,99795	10,437564
53,08081	7,1166916
50,38437	8,397968
55,497524	8,8534155
55,22794	8,0434
55,76332	10,431052
54,044147	9,765333
52,90495	6,9607635
55,617035	8,945311
52,374973	5,4367366
53,461926	9,373013
55,999126	12,271733
51,800907	8,157443
50,897823	7,15073
50,32443	5,1191998
49,36838	2,729791
50,535	6,1842275
54,00055	8,416142
54,111103	8,383372
58,692	15,687541
53,928143	7,856449
53,147953	5,3984766
53,659206	5,692899
