22	23	23	22	21	22	21	22	22	22	22	23	22	22	23	21
23	22	22	22	23	23	23	23	23	22	23	22	22	22	22	23
22	23	23	23	22	22	22	23	22	23	22	23	23	22	23	22
23	22	23	23	23	23	23	22	23	22	22	22	22	23	22	23
23	23	22	22	23	22	23	23	23	23	23	23	23	22	23	22
22	22	23	23	22	23	22	22	22	22	22	23	23	23	23	22
23	23	23	22	23	22	23	23	23	22	23	22	22	22	22	23
22	23	22	23	22	23	23	23	22	22	22	23	23	22	23	22
23	22	23	22	23	23	22	22	23	23	23	22	22	23	22	23
23	23	22	22	22	22	23	23	23	22	22	23	23	23	23	22
23	23	23	23	23	23	23	23	22	23	23	23	23	22	23	23
22	22	23	23	23	23	22	23	23	23	23	23	22	23	22	23
23	23	22	22	22	22	23	22	23	22	22	22	23	23	23	22
23	23	23	23	23	22	23	23	23	23	23	23	22	22	23	23
22	22	23	22	23	23	22	23	22	22	22	22	23	23	23	22
23	23	22	23	23	23	23	22	22	23	23	23	22	22	22	23
23	23	23	23	22	22	22	23	23	22	22	22	23	23	23	22
22	22	23	22	22	23	23	23	23	22	22	23	23	23	23	23
23	23	22	23	23	23	23	22	23	23	23	23	22	22	22	22
23	23	23	23	23	22	22	23	22	23	23	23	23	23	23	23
23	23	23	22	22	23	23	23	23	22	22	22	23	23	23	22
22	22	23	23	23	22	22	23	22	23	23	23	22	22	22	23
23	23	22	22	22	23	23	22	23	22	22	23	23	23	23	22
22	22	23	23	23	22	22	23	22	23	23	22	22	22	23	23
23	23	22	22	22	23	23	22	23	22	22	23	22	23	22	22
22	22	23	23	23	22	22	23	22	23	23	22	23	22	23	23
23	23	22	22	22	23	23	22	23	22	22	23	22	23	22	22
22	22	23	23	23	22	22	23	22	23	23	22	23	22	23	23
23	23	23	22	22	22	23	22	23	22	22	23	22	22	23	22
23	23	22	22	23	23	22	23	23	22	22	23	23	22	22	22
22	22	23	23	23	23	23	23	22	23	23	22	23	23	23	22
23	23	23	22	22	22	23	22	23	22	22	23	22	22	22	23
22	23	22	23	23	23	22	23	22	22	23	23	23	22	23	23
23	22	23	22	23	22	23	23	23	23	22	23	22	22	23	22
23	23	22	22	22	23	22	22	22	22	23	22	22	23	22	23
22	23	23	22	23	22	23	23	23	23	22	23	23	22	23	22
23	22	22	23	22	23	23	22	23	22	22	23	22	22	22	23
23	23	23	22	22	21	22	23	22	22	22	22	23	23	23	22
22	23	23	23	22	23	22	22	23	22	22	23	23	22	23	22
23	22	22	22	23	22	23	23	22	22	23	22	22	23	22	23
22	23	23	22	21	23	23	22	23	22	22	23	23	22	23	22
23	22	22	23	23	22	22	23	22	23	23	22	22	23	23	23
23	23	23	22	22	23	23	22	23	22	22	23	23	22	22	22
22	22	23	22	22	22	22	23	22	22	23	23	22	23	23	23
23	23	22	23	23	22	22	22	23	22	22	22	23	22	23	22
22	23	23	23	23	23	23	23	22	22	23	23	23	22	22	23
23	22	23	22	22	22	22	23	23	23	22	23	23	23	23	22
23	23	22	23	23	23	23	22	23	22	23	22	22	22	22	23
22	23	23	23	23	23	22	23	22	23	22	23	23	23	23	23
23	22	23	22	22	22	23	23	23	22	23	23	22	23	22	22
23	23	23	22	23	23	22	22	22	22	22	22	23	22	23	22
22	22	22	23	22	22	22	23	22	22	23	23	23	22	23	22
23	23	23	23	23	23	23	23	23	22	22	23	22	22	22	23
22	22	22	22	22	22	22	22	22	22	23	22	23	23	23	22
23	23	23	23	23	22	23	23	22	23	22	22	22	22	22	23
22	23	23	22	23	23	22	22	23	23	23	23	23	23	23	23
23	22	22	23	22	22	23	23	23	22	22	23	22	22	22	22
23	23	23	22	23	23	23	23	23	23	23	22	23	23	23	23
22	23	23	22	22	22	22	22	22	22	22	23	23	23	23	22
23	22	22	23	23	23	22	23	23	22	22	23	22	22	22	23
23	23	23	22	23	22	23	22	22	23	22	22	23	22	23	23
22	22	23	22	22	22	22	23	23	22	23	23	22	23	22	22
23	22	22	23	23	22	22	23	22	23	22	22	22	22	22	23
22	23	23	22	23	23	23	22	23	22	22	23	22	23	23	22
23	23	22	23	22	22	22	23	23	23	23	23	23	22	22	23
22	22	23	23	23	23	22	23	22	23	22	22	22	23	23	23
23	23	23	22	23	22	23	22	23	22	23	23	23	22	22	22
23	23	22	23	23	23	23	23	23	23	22	23	23	23	23	23
22	22	23	22	22	22	22	22	22	23	23	22	22	22	23	23
23	23	23	23	23	23	23	23	23	22	22	23	23	22	22	22
23	23	22	22	22	23	22	23	23	23	23	23	23	23	23	23
23	22	23	23	23	22	23	22	22	23	23	22	22	23	23	23
22	23	23	22	22	22	23	23	23	22	22	23	22	23	22	22
23	22	22	22	23	23	22	23	23	23	22	23	22	22	23	23
22	23	23	22	23	23	22	23	22	23	23	22	23	22	23	23
23	22	22	23	22	22	23	22	23	22	23	23	22	23	22	22
23	23	23	23	23	23	22	23	23	23	22	22	23	22	23	23
22	23	23	22	23	23	23	23	22	23	23	23	23	23	23	23
23	23	22	23	23	22	23	22	23	22	22	22	22	23	22	22
23	22	23	22	22	23	22	23	23	23	23	23	23	22	23	23
22	23	22	23	23	22	23	22	22	23	23	23	22	23	22	22
23	22	23	23	22	23	22	23	23	22	22	22	23	22	23	23
22	23	23	22	23	23	23	23	22	23	23	23	23	23	23	23
23	23	22	23	23	22	23	22	23	23	23	23	22	23	22	23
23	22	23	23	22	23	22	23	23	22	22	22	23	22	23	22
22	23	23	22	23	23	23	23	22	23	23	23	22	23	22	23
23	23	23	23	23	22	23	22	23	23	23	23	23	22	23	23
23	23	22	23	23	23	23	23	23	22	22	23	23	23	23	22
23	22	23	22	22	23	22	22	22	23	23	22	22	23	23	23
22	23	22	23	23	22	22	23	23	22	22	23	23	22	22	22
23	22	23	23	22	23	23	23	23	23	22	22	22	23	23	23
23	23	22	22	23	23	23	22	22	22	22	23	23	22	22	22
22	23	23	23	23	22	22	23	22	23	23	23	23	22	23	23
23	22	23	22	23	23	23	23	23	23	22	22	22	23	23	23
23	23	23	23	22	22	22	22	23	23	23	23	23	23	23	23
23	22	22	22	23	23	22	23	22	22	22	22	23	22	22	22
22	23	23	22	23	23	23	23	23	23	22	23	22	23	23	23
23	23	22	23	22	22	23	22	23	22	23	23	23	23	22	22
23	22	23	23	23	23	22	23	23	23	23	22	23	22	23	23
22	23	23	22	23	23	23	23	22	23	23	23	23	23	23	23
23	23	22	23	23	23	23	22	23	23	22	23	22	23	22	22
23	23	23	23	22	22	23	23	23	22	23	23	23	23	23	23
23	22	23	23	23	23	22	23	22	23	23	22	23	22	23	23
22	23	23	22	23	23	23	23	23	23	22	23	23	23	23	23
23	23	22	23	22	23	23	22	23	22	23	23	22	23	22	22
23	22	23	23	23	22	22	23	23	23	23	22	23	22	23	23
23	23	23	22	23	23	23	23	22	23	23	23	23	23	23	23
22	23	23	23	23	23	23	23	23	22	22	23	22	23	22	22
23	23	22	23	22	22	23	22	23	23	23	23	23	22	23	23
23	22	23	23	23	23	22	23	22	23	23	22	23	23	23	23
22	23	23	22	23	23	23	23	23	23	22	23	23	23	23	23
23	23	22	23	23	23	23	23	23	22	23	23	22	23	22	22
23	23	23	23	22	22	22	22	23	23	23	22	23	22	23	23
23	22	23	22	23	23	23	23	22	23	23	23	23	23	23	23
22	23	23	23	23	23	23	23	23	22	22	23	22	23	22	23
23	23	22	23	23	23	23	22	23	23	23	23	23	22	23	22
23	23	23	23	22	22	22	23	23	23	23	22	23	23	23	23
23	22	23	22	23	23	23	23	22	23	22	23	23	23	23	23
22	23	23	23	23	23	23	23	23	22	23	23	22	23	22	23
23	23	22	23	22	22	23	22	23	23	23	22	23	22	23	22
13	12	12	11	14	10	12	10	11	11	11	11	12	13	11	13
14	14	15	13	13	14	13	16	15	15	13	14	13	12	14	13
22	22	23	22	21	23	21	22	22	22	22	23	22	22	22	22
23	23	22	23	23	22	23	23	23	23	22	22	23	22	23	23
23	22	23	23	23	23	23	23	22	23	23	23	23	23	23	23
22	23	23	22	23	23	22	22	23	23	23	23	23	23	23	23
23	23	22	23	22	22	23	23	23	22	23	23	22	23	22	22
23	22	23	23	23	23	23	23	23	23	22	22	23	22	23	23
22	23	23	22	23	23	23	22	22	23	23	23	23	23	23	23
23	23	23	23	22	23	22	23	23	22	23	23	22	23	22	23
23	23	22	23	23	22	23	23	23	23	23	22	23	22	23	22
23	22	23	22	23	23	23	23	23	23	22	23	23	23	23	23
22	23	23	23	23	23	22	22	22	23	23	23	22	23	22	23
23	23	23	23	22	22	23	23	23	22	23	23	23	22	23	22
23	23	22	22	23	23	23	23	23	23	22	22	23	23	23	23
23	22	23	23	23	23	23	23	22	23	23	23	23	23	22	23
22	23	23	23	23	22	22	22	23	22	23	23	22	22	23	23
23	23	22	23	22	23	23	23	23	23	23	22	23	23	23	22
23	23	23	22	23	23	23	23	23	23	22	23	23	23	23	23
22	22	23	23	23	23	23	22	22	23	23	23	22	23	22	23
23	23	23	23	22	22	22	23	23	22	23	23	23	22	23	23
23	23	22	23	23	23	23	23	23	23	22	22	23	23	23	22
23	22	23	22	23	23	23	23	23	23	23	23	23	23	23	23
22	23	23	23	23	23	23	22	22	23	23	23	22	23	22	23
23	23	23	23	22	22	22	23	23	22	23	23	23	22	23	23
23	23	22	23	23	23	23	23	23	23	22	22	23	23	23	22
23	22	23	22	23	23	23	22	22	23	23	23	23	23	23	23
22	23	23	23	23	23	22	23	23	22	23	23	22	22	22	23
23	23	23	23	22	22	23	23	23	23	23	23	23	23	23	22
23	23	22	22	23	23	23	23	23	23	22	22	23	23	23	23
23	22	23	23	23	23	23	22	22	23	23	23	22	23	22	23
22	23	23	23	23	22	22	23	23	22	23	23	23	22	23	23
23	23	22	23	22	23	23	23	23	23	23	22	23	23	23	22
23	22	23	22	23	23	23	23	23	23	22	23	23	23	23	23
22	23	23	23	23	23	23	22	22	23	23	23	22	23	22	23
23	23	23	23	22	22	22	23	23	22	23	23	23	22	23	23
23	23	22	22	23	23	23	23	23	23	22	22	23	23	23	22
23	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23
22	23	23	23	23	23	22	22	22	22	23	23	22	23	22	23
23	23	23	23	22	22	23	23	23	23	23	23	23	22	23	22
23	23	22	22	23	23	23	23	23	23	22	22	23	23	23	23
23	22	23	23	23	23	22	22	22	23	23	23	23	23	22	23
