7,147784233093262
1,002640962600708
1,01201331615448
1,0119328498840332
1,0119346380233765
1,0120404958724976
1,0119974613189697
1,0120066404342651
1,0120198726654053
1,0119826793670654
1,012139081954956
1,0118077993392944
1,0120172500610352
1,0120350122451782
1,011945128440857
1,0120006799697876
1,012012004852295
1,0120460987091064
1,0120491981506348
1,0159579515457153
1,0120915174484253
1,012109637260437
1,0118354558944702
1,0119705200195312
1,0119723081588745
1,0120030641555786
1,0119271278381348
1,012129783630371
1,0119470357894897
1,0040159225463867
1,012073278427124
1,013562798500061
1,01059889793396
1,0119022130966187
1,0119824409484863
1,0120248794555664
1,0118595361709595
1,0120608806610107
1,0119972229003906
1,0119744539260864
1,01200270652771
1,0119473934173584
1,0120487213134766
1,012029767036438
1,0120007991790771
1,0120168924331665
1,0121577978134155
1,011949062347412
1,011932373046875
1,011953353881836
1,0120142698287964
1,0199434757232666
1,0120198726654053
1,0119727849960327
1,0119562149047852
1,0121562480926514
1,0119857788085938
1,0040117502212524
1,0120593309402466
1,011900782585144
1,012054681777954
1,0119357109069824
1,0120189189910889
1,0121623277664185
1,0197129249572754
1,0121104717254639
1,0118825435638428
1,0121817588806152
1,012047529220581
1,0118768215179443
1,0119972229003906
1,0119603872299194
1,0119508504867554
1,0121357440948486
1,005455732345581
1,0184293985366821
1,0040969848632812
1,011967420578003
1,0200929641723633
1,0079267024993896
1,0173025131225586
1,0068100690841675
1,011896014213562
1,0120909214019775
1,0120937824249268
1,0118283033370972
1,0170705318450928
1,0070856809616089
1,0118247270584106
1,015973448753357
1,0081191062927246
1,01195228099823
1,0119805335998535
1,0158429145812988
1,0120218992233276
1,0119891166687012
1,008092999458313
1,0119438171386719
1,0119837522506714
1,012829065322876
1,0112333297729492
1,0159378051757812
1,0080970525741577
1,0119602680206299
1,0159289836883545
1,012017846107483
1,0001332759857178
1,0119565725326538
1,0119134187698364
1,012040615081787
1,0242007970809937
1,013367772102356
1,010694980621338
1,0119845867156982
1,0121372938156128
1,0120278596878052
1,0117733478546143
1,0119786262512207
1,0121088027954102
1,011979579925537
1,0120887756347656
1,011657953262329
1,0123616456985474
1,0119681358337402
1,0118547677993774
1,012160301208496
1,0120441913604736
1,011928677558899
1,011930227279663
1,0119163990020752
1,011985182762146
