1,44673E-4	1,84427E-4	1,42077E-4	1,50416E-4	1,48826E-4	1,49531E-4	1,65102E-4	1,44531E-4
1,43097E-4	1,51161E-4	1,51231E-4	1,50183E-4	1,52387E-4	1,56966E-4	1,4036E-4	1,45944E-4
1,46505E-4	1,42273E-4	1,6315E-4	1,41593E-4	1,42981E-4	1,44624E-4	2,82538E-4	1,71535E-4
1,59578E-4	1,6103E-4	1,48458E-4	1,59947E-4	1,39804E-4	1,48553E-4	1,48673E-4	1,74711E-4
1,50561E-4	1,48249E-4	1,48049E-4	1,50648E-4	1,55168E-4	1,68021E-4	1,54491E-4	1,9149E-4
2,17214E-4	1,43725E-4	1,45461E-4	1,4513E-4	1,51011E-4	1,49783E-4	1,49016E-4	1,53922E-4
1,86179E-4	1,3794E-4	1,47777E-4	1,41284E-4	1,38475E-4	1,54292E-4	1,49326E-4	1,48211E-4
1,53011E-4	1,4479E-4	1,58756E-4	1,43097E-4	1,57188E-4	1,79146E-4	1,50305E-4	1,54382E-4
1,77582E-4	1,61807E-4	1,59772E-4	1,54613E-4	1,497E-4	1,49499E-4	1,47653E-4	1,4921E-4
1,74565E-4	1,52546E-4	1,60522E-4	1,46194E-4	1,5178E-4	1,42036E-4	1,5131E-4	1,57239E-4
2,07743E-4	1,39993E-4	1,42245E-4	1,51425E-4	1,5762E-4	1,47232E-4	1,57734E-4	1,48841E-4
1,80372E-4	1,53033E-4	1,52554E-4	1,48172E-4	1,4886E-4	1,51705E-4	1,50881E-4	1,61948E-4
1,89202E-4	1,49775E-4	1,55689E-4	1,49448E-4	1,40063E-4	1,6036E-4	1,39735E-4	1,42959E-4
2,11282E-4	1,46852E-4	1,4993E-4	1,53469E-4	1,50311E-4	1,46087E-4	1,46567E-4	1,55448E-4
1,79973E-4	1,41553E-4	1,49098E-4	1,49944E-4	1,49526E-4	1,42506E-4	1,48841E-4	1,50696E-4
2,06598E-4	1,56451E-4	1,49726E-4	1,5307E-4	1,43178E-4	1,73409E-4	1,49047E-4	1,50491E-4
1,9493E-4	1,58996E-4	1,68339E-4	1,44657E-4	1,78659E-4	1,56123E-4	1,59651E-4	1,50145E-4
1,70411E-4	1,5654E-4	1,55963E-4	1,3769E-4	1,55571E-4	1,77095E-4	1,38889E-4	1,6513E-4
1,52343E-4	1,47386E-4	1,57051E-4	1,41702E-4	1,53241E-4	1,59903E-4	1,52401E-4	1,60577E-4
1,82469E-4	1,50463E-4	1,51996E-4	1,64686E-4	1,48321E-4	1,45432E-4	1,45453E-4	1,42226E-4
1,56343E-4	1,47107E-4	1,47923E-4	1,4861E-4	1,42714E-4	1,47393E-4	1,56487E-4	1,45231E-4
1,64512E-4	1,58771E-4	1,42542E-4	1,45298E-4	1,58382E-4	1,39292E-4	1,48638E-4	1,53007E-4
2,04552E-4	1,43194E-4	1,65144E-4	1,53273E-4	1,55419E-4	1,55701E-4	1,43865E-4	1,58592E-4
2,15821E-4	1,47425E-4	1,40078E-4	1,63055E-4	1,4855E-4	1,51837E-4	1,67852E-4	1,40001E-4
2,03434E-4	1,41311E-4	1,45331E-4	1,38519E-4	1,49632E-4	1,50353E-4	1,41871E-4	1,57396E-4
1,74145E-4	1,59124E-4	1,42493E-4	1,41918E-4	1,52686E-4	1,55975E-4	1,5836E-4	1,44531E-4
1,8899E-4	1,52855E-4	1,51555E-4	1,47472E-4	1,46575E-4	1,51075E-4	1,50599E-4	1,43233E-4
2,39985E-4	1,3876E-4	1,53326E-4	1,52226E-4	1,58503E-4	1,64171E-4	1,40035E-4	1,43108E-4
