3,05604E-4
3,74768E-4
2,84588E-4
2,55786E-4
2,44597E-4
2,66356E-4
2,40483E-4
2,42247E-4
2,38235E-4
2,40611E-4
2,40182E-4
2,59161E-4
2,38613E-4
1,50372E-4
1,47654E-4
9,7066E-5
1,40975E-4
1,00981E-4
9,9917E-5
9,5052E-5
9,7425E-5
9,4143E-5
1,14121E-4
9,477E-5
9,658E-5
9,5317E-5
9,4353E-5
9,412E-5
9,4927E-5
7,1347E-5
7,1483E-5
7,0255E-5
6,9122E-5
6,7745E-5
7,025E-5
7,1835E-5
7,2453E-5
6,9214E-5
7,0073E-5
6,9472E-5
6,9161E-5
7,315E-5
6,8563E-5
6,8603E-5
6,8675E-5
6,8083E-5
7,3412E-5
6,8615E-5
6,7584E-5
6,7921E-5
6,748E-5
6,8373E-5
7,1849E-5
6,7868E-5
6,75E-5
6,6886E-5
6,8226E-5
6,7452E-5
6,766E-5
6,7064E-5
6,8568E-5
6,7376E-5
1,25093E-4
6,8312E-5
6,7497E-5
6,7379E-5
6,8986E-5
8,3781E-5
7,6322E-5
6,8076E-5
6,8319E-5
6,6529E-5
6,8328E-5
6,7523E-5
6,6965E-5
6,7939E-5
6,6466E-5
6,9228E-5
6,7014E-5
6,752E-5
6,7071E-5
6,7385E-5
6,6589E-5
7,1413E-5
6,5927E-5
6,8977E-5
6,7773E-5
6,7559E-5
6,8785E-5
6,6797E-5
6,754E-5
6,779E-5
6,7831E-5
6,9332E-5
6,6337E-5
6,7066E-5
6,7465E-5
6,8155E-5
6,7174E-5
6,9385E-5
6,9025E-5
6,8262E-5
6,643E-5
6,7838E-5
6,745E-5
6,7738E-5
6,6907E-5
6,8179E-5
6,6591E-5
6,6366E-5
6,7854E-5
6,7225E-5
6,9297E-5
6,8735E-5
6,7593E-5
6,8541E-5
6,693E-5
6,8886E-5
6,72E-5
7,474E-5
6,7602E-5
6,8464E-5
6,8045E-5
6,644E-5
6,9488E-5
6,7332E-5
6,7034E-5
6,7494E-5
6,7081E-5
6,7589E-5
6,7086E-5
6,7067E-5
6,6962E-5
6,6832E-5
6,7872E-5
6,7731E-5
6,8082E-5
6,643E-5
6,6421E-5
6,7292E-5
6,8578E-5
6,8096E-5
7,5925E-5
6,7033E-5
8,4497E-5
6,9479E-5
6,7551E-5
6,8591E-5
7,0534E-5
6,8254E-5
6,7888E-5
7,0713E-5
6,6779E-5
6,8352E-5
6,6742E-5
6,7239E-5
7,279E-5
6,6929E-5
6,8556E-5
6,7429E-5
6,7416E-5
6,642E-5
7,3236E-5
6,7953E-5
6,7675E-5
6,7273E-5
6,8029E-5
6,7998E-5
6,909E-5
6,8112E-5
6,8979E-5
6,8226E-5
6,6541E-5
6,7494E-5
6,7919E-5
6,7366E-5
6,6309E-5
6,7848E-5
6,7164E-5
6,703E-5
6,7675E-5
6,7682E-5
6,6703E-5
6,7238E-5
6,7296E-5
6,8308E-5
8,0629E-5
6,7832E-5
6,6352E-5
6,9616E-5
6,7163E-5
6,77E-5
6,7946E-5
6,7867E-5
